# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 09:31:27 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
#
pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,st_spectype,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag
Kepler-1253 b,0.119,0.00733,5.440000,0.000000,501,89.840,,514.5240000,13.3360000,12.5880000,11.3870000,11.0650000,11.0160000,10.9740000,11.0090000,10.7800000,8.9590000,12.4566000,12.0249000
Kepler-1254 b,0.138,0.00951,4.460000,0.000000,660,88.160,,622.8180000,16.5040000,15.5410000,13.8660000,13.2880000,13.2920000,13.2050000,13.2660000,12.4950000,9.6200000,15.3024000,14.7078000
Kepler-1254 c,0.116,0.00705,5.600000,0.000000,927,88.300,,622.8180000,16.5040000,15.5410000,13.8660000,13.2880000,13.2920000,13.2050000,13.2660000,12.4950000,9.6200000,15.3024000,14.7078000
Kepler-1254 d,0.117,0.00714,5.550000,0.000000,794,88.570,,622.8180000,16.5040000,15.5410000,13.8660000,13.2880000,13.2920000,13.2050000,13.2660000,12.4950000,9.6200000,15.3024000,14.7078000
Kepler-1255 b,0.207,0.01890,2.640000,0.000000,694,90.000,,1617.0700000,15.1470000,15.3080000,14.0360000,13.7060000,13.6920000,13.6080000,13.6570000,12.5650000,9.3640000,15.1990000,14.7301000
Kepler-1256 b,0.133,0.00889,4.700000,0.000000,933,87.430,,891.1920000,14.1350000,13.6850000,12.4860000,12.2840000,12.2340000,12.1420000,12.1730000,12.1960000,8.9940000,13.5130000,13.1133000
Kepler-1257 b,0.136,0.00920,4.570000,0.000000,1252,87.650,,1105.9500000,16.4780000,15.6440000,14.2890000,13.8510000,13.8480000,13.8440000,13.9070000,12.6950000,8.9610000,15.5124000,14.9945000
Kepler-1258 b,0.077,0.00178,4.890000,0.000000,2335,89.330,,717.5550000,14.3190000,13.9290000,12.7630000,12.3880000,12.3820000,12.3120000,12.3560000,12.1820000,9.5650000,13.7847000,13.3575000
Kepler-1259 b,0.128,0.00829,4.940000,0.000000,1681,71.760,,805.5620000,16.4700000,15.5560000,13.8720000,13.3390000,13.2800000,13.1470000,13.2140000,12.8470000,8.6450010,15.3330000,14.7354000
Kepler-126 b,0.136,0.00920,4.570000,0.070000,1009,89.460,,237.4010000,10.9320000,10.5050000,9.6160000,9.4070000,9.3440000,9.3160000,9.3470000,9.2900000,9.4110000,10.4540000,10.1076000
Kepler-126 c,0.141,0.00982,4.350000,0.190000,790,88.750,,237.4010000,10.9320000,10.5050000,9.6160000,9.4070000,9.3440000,9.3160000,9.3470000,9.2900000,9.4110000,10.4540000,10.1076000
Kepler-126 d,0.223,0.02140,2.390000,0.020000,475,89.500,,237.4010000,10.9320000,10.5050000,9.6160000,9.4070000,9.3440000,9.3160000,9.3470000,9.2900000,9.4110000,10.4540000,10.1076000
Kepler-1260 b,0.158,0.01190,3.750000,0.000000,823,87.160,,1734.4300000,15.1200000,14.9530000,13.6030000,13.2800000,13.1830000,,,,,14.8234000,14.3292000
Kepler-1261 b,0.202,0.01800,2.730000,0.000000,396,89.110,,744.2940000,16.6950000,15.8170000,14.1090000,13.6330000,13.5580000,13.4000000,13.4720000,13.1640000,9.1990000,15.5817000,14.9769000
Kepler-1262 b,0.162,0.01250,3.620000,0.000000,949,89.440,,1054.8700000,15.8100000,15.1550000,14.0590000,13.7190000,13.6290000,13.6330000,13.6620000,12.6600000,9.2980000,15.1837000,14.7100000
Kepler-1263 b,0.102,0.00489,5.750000,0.000000,907,88.980,,664.8300000,16.0710000,15.1730000,13.6350000,13.2190000,13.0800000,13.0470000,13.1530000,12.4020000,8.7400000,15.0007000,14.4300000
Kepler-1264 b,0.105,0.00553,5.890000,0.000000,1677,65.170,,801.9930000,15.4240000,14.6290000,13.3050000,12.9590000,12.9010000,12.8080000,12.7980000,12.9280000,9.3800000,14.4788000,14.0028000
Kepler-1265 b,0.120,0.00752,5.340000,0.000000,732,84.680,,583.6410000,17.0980000,16.0240000,13.9390000,13.3200000,13.2000000,13.2170000,13.2950000,12.6880000,9.3040000,15.5655000,14.8923000
Kepler-1266 b,0.230,0.02260,2.300000,0.000000,489,88.280,,849.3120000,17.1200000,16.0160000,14.3880000,13.9220000,13.8240000,,,,,15.8360000,15.2498000
Kepler-1266 c,0.150,0.01090,4.010000,0.000000,881,84.730,,849.3120000,17.1200000,16.0160000,14.3880000,13.9220000,13.8240000,,,,,15.8360000,15.2498000
Kepler-1267 b,0.269,0.02930,1.880000,0.000000,774,86.610,,1379.4300000,17.4770000,15.8460000,14.4110000,14.0920000,13.9370000,13.9070000,14.0490000,12.5450000,9.1890000,15.8136000,15.2455000
Kepler-1268 b,0.181,0.01500,3.140000,0.000000,627,89.940,,1840.7700000,15.9750000,15.4840000,14.1530000,13.9090000,13.7640000,13.8300000,13.8990000,12.9290000,9.4460000,15.2224000,14.7874000
Kepler-1269 b,0.145,0.01040,4.170000,0.000000,657,87.640,,1097.2300000,14.4610000,13.6580000,12.4980000,12.2300000,12.2180000,12.1510000,12.1960000,12.0730000,9.2530000,13.5701000,13.1423000
Kepler-127 b,0.125,0.00800,5.090000,0.470000,884,88.650,,352.7940000,12.0710000,11.7460000,10.5360000,10.3000000,10.2340000,10.2220000,10.2480000,10.1890000,8.6520000,11.4381000,11.0567000
Kepler-127 c,0.237,0.02380,2.210000,0.030000,698,88.950,,352.7940000,12.0710000,11.7460000,10.5360000,10.3000000,10.2340000,10.2220000,10.2480000,10.1890000,8.6520000,11.4381000,11.0567000
Kepler-127 d,0.236,0.02350,2.230000,0.030000,590,89.960,,352.7940000,12.0710000,11.7460000,10.5360000,10.3000000,10.2340000,10.2220000,10.2480000,10.1890000,8.6520000,11.4381000,11.0567000
Kepler-1270 b,0.296,0.03460,1.650000,0.000000,1598,85.420,,1095.0500000,14.8710000,13.5620000,11.8430000,11.3330000,11.2420000,11.1730000,11.2310000,11.1850000,9.1840000,13.2851000,12.6894000
Kepler-1271 b,0.132,0.00879,4.730000,0.000000,1484,79.130,,831.9910000,15.0220000,14.0750000,12.8610000,12.5690000,12.5030000,12.4510000,12.4630000,12.7410000,8.7170000,13.8677000,13.4436000
Kepler-1272 b,0.211,0.01950,2.560000,0.000000,542,88.770,,1206.3700000,15.7950000,14.7340000,13.2070000,12.8990000,12.8880000,12.8060000,12.8460000,12.8420000,9.2130000,14.3837000,13.9037000
Kepler-1273 b,0.222,0.02130,2.410000,0.000000,573,89.980,,1114.2400000,16.9600000,16.0300000,14.6150000,14.1920000,14.2600000,14.1340000,14.2360000,12.9040000,9.2520000,15.7960000,15.2890000
Kepler-1274 b,0.127,0.00819,4.990000,0.000000,1384,83.270,,614.6480000,12.7320000,11.7170000,10.7560000,10.5060000,10.4540000,10.4370000,10.4740000,10.5030000,9.0230000,11.6819000,11.3006000
Kepler-1275 b,0.132,0.00879,4.730000,0.000000,1368,89.070,,1153.9800000,15.1910000,14.5950000,13.4000000,13.1190000,13.0620000,13.0580000,13.1040000,13.1150000,9.3220000,14.4061000,13.9869000
Kepler-1276 b,0.106,0.00570,5.900000,0.000000,886,89.270,,538.4810000,13.6440000,12.9920000,11.9230000,11.6630000,11.6390000,11.6200000,11.6540000,11.9210000,9.0650000,12.8485000,12.4718000
Kepler-1277 b,0.143,0.01000,4.280000,0.000000,496,89.650,,557.1930000,14.9870000,14.3060000,12.8730000,12.4970000,12.4270000,12.3710000,12.4280000,12.1170000,9.1450010,14.0928000,13.5946000
Kepler-1278 b,0.090,0.00317,5.390000,0.000000,1213,87.540,,889.4260000,14.2670000,13.7820000,12.6250000,12.3160000,12.2700000,12.2510000,12.2990000,12.7490000,9.2170000,13.6316000,13.2066000
Kepler-1279 b,0.156,0.01170,3.800000,0.000000,738,89.970,,1494.2200000,14.7720000,14.1370000,12.9010000,12.6620000,12.6200000,12.5490000,12.5660000,12.2540000,9.2100000,13.9318000,13.5122000
Kepler-128 b,0.128,0.00242,1.460000,0.000000,968,89.960,,396.3790000,12.0630000,11.6930000,10.3730000,10.0940000,10.1090000,10.0650000,10.0950000,10.0390000,8.9510000,11.2886000,10.9149000
Kepler-128 c,0.120,0.00283,2.070000,0.000000,843,89.530,,396.3790000,12.0630000,11.6930000,10.3730000,10.0940000,10.1090000,10.0650000,10.0950000,10.0390000,8.9510000,11.2886000,10.9149000
Kepler-1280 b,0.167,0.01310,3.500000,0.000000,757,89.690,,1486.7000000,14.6140000,14.1960000,12.9660000,12.7170000,12.6020000,12.6290000,12.6400000,12.6270000,9.2230000,13.9999000,13.5852000
Kepler-1281 b,0.146,0.01050,4.150000,0.000000,1123,89.170,,1090.0000000,16.3770000,15.9610000,14.4770000,14.0940000,13.9290000,13.9580000,13.9880000,13.1040000,9.2930000,15.9970000,15.4577000
Kepler-1282 b,0.138,0.00951,4.460000,0.000000,1418,88.660,,1103.2900000,16.5310000,15.7070000,14.3180000,13.9410000,13.8520000,13.8590000,13.9130000,12.4100000,8.6110000,15.4921000,14.9803000
Kepler-1283 b,0.170,0.01360,3.400000,0.000000,764,89.400,,2921.9900000,15.8990000,15.2690000,13.9200000,13.6120000,13.5670000,13.4720000,13.5720000,13.0140000,9.0330000,15.0697000,14.5965000
Kepler-1284 b,0.108,0.00606,5.960000,0.000000,1703,82.630,,882.3240000,17.2870000,15.9120000,14.1620000,13.7530000,13.5720000,13.5570000,13.6630000,13.0940000,9.2390000,15.6622000,15.0484000
Kepler-1285 b,0.087,0.00274,5.240000,0.000000,874,89.480,,422.2690000,12.1360000,11.7170000,10.7850000,10.5030000,10.4840000,10.4300000,10.4600000,10.3720000,9.0250000,11.6497000,11.2755000
Kepler-1286 b,0.192,0.01660,2.910000,0.000000,888,87.680,,1354.4600000,16.0490000,15.2780000,14.0170000,13.6830000,13.6550000,13.6190000,13.6740000,13.0260000,9.4540010,15.1425000,14.6741000
Kepler-1287 b,0.137,0.00940,4.500000,0.000000,796,89.870,,1003.2600000,15.9620000,15.2160000,13.9250000,13.5400000,13.5050000,13.4780000,13.5030000,13.0430000,9.4820000,15.0069000,14.5435000
Kepler-1288 b,0.100,0.00459,5.710000,0.000000,2017,87.580,,814.0780000,13.7720000,13.1990000,12.2390000,12.0030000,11.9590000,11.9100000,11.9420000,12.5140000,9.1370000,13.1774000,12.7990000
Kepler-1289 b,0.136,0.00920,4.570000,0.000000,1113,89.670,,1053.5700000,15.5960000,14.7320000,13.4390000,13.1090000,13.0430000,12.9590000,13.0570000,12.6570000,9.4260000,14.5992000,14.1183000
Kepler-129 b,0.214,0.06293,8.100000,0.010000,910,89.890,G4 V,408.8450000,12.6670000,11.8090000,10.6000000,10.3250000,10.2520000,10.2080000,10.2560000,10.1420000,8.8370000,11.6437000,11.2026000
Kepler-129 c,0.225,0.13529,14.800000,0.200000,525,90.000,G4 V,408.8450000,12.6670000,11.8090000,10.6000000,10.3250000,10.2520000,10.2080000,10.2560000,10.1420000,8.8370000,11.6437000,11.2026000
Kepler-129 d,1.120,8.30000,7.250000,0.150000,,,G4 V,408.8450000,12.6670000,11.8090000,10.6000000,10.3250000,10.2520000,10.2080000,10.2560000,10.1420000,8.8370000,11.6437000,11.2026000
Kepler-1290 b,0.127,0.00819,4.990000,0.000000,1098,89.000,,1593.7000000,16.7480000,15.8710000,14.5050000,14.1160000,14.1120000,14.0900000,14.1200000,12.3310000,9.0200010,15.6906000,15.1977000
Kepler-1291 b,0.148,0.01070,4.070000,0.000000,739,88.030,,897.3520000,16.5110000,16.2610000,14.4120000,13.9660000,13.8930000,13.7520000,13.7640000,12.6000000,9.0110000,15.8826000,15.2879000
Kepler-1292 b,0.162,0.01250,3.620000,0.000000,1195,90.000,,1493.4300000,16.9390000,16.3370000,14.6790000,14.3920000,14.1900000,14.1450000,14.2420000,12.8930000,9.3580000,15.9483000,15.4317000
Kepler-1293 b,0.087,0.00274,5.240000,0.000000,1183,87.540,,1028.1600000,14.0770000,13.3770000,12.4120000,12.1340000,12.0750000,12.0540000,12.0880000,12.6510000,9.6430000,13.3004000,12.9213000
Kepler-1294 b,0.285,0.03240,1.740000,0.000000,401,89.930,,1855.7000000,15.1490000,15.3610000,14.0210000,13.6570000,13.5970000,13.4550000,13.5640000,12.5040000,9.5070000,15.1501000,14.6723000
Kepler-1295 b,0.138,0.00951,4.460000,0.000000,1029,88.780,,1174.4600000,17.0630000,16.2270000,14.5630000,14.2270000,14.0920000,14.0850000,14.1370000,13.0130000,9.3320000,15.9075000,15.3568000
Kepler-1296 b,0.081,0.00218,5.050000,0.000000,1285,81.360,,1551.5400000,15.8080000,14.9340000,13.2920000,12.8660000,12.8010000,12.7620000,12.8080000,12.5640000,8.7970000,14.6267000,14.0700000
Kepler-1297 b,0.087,0.00274,5.240000,0.000000,1790,84.060,,1439.4700000,15.6000000,14.8670000,13.6840000,13.3810000,13.2620000,13.3210000,13.3530000,12.9850000,9.4650000,14.7821000,14.3414000
Kepler-1298 b,0.117,0.00714,5.550000,0.000000,1373,88.820,,544.1630000,12.2180000,11.3880000,10.4150000,10.2140000,10.1490000,10.1450000,10.1670000,10.0980000,8.7610000,11.3125000,10.9561000
Kepler-1299 b,0.266,0.02880,1.900000,0.000000,588,87.530,,1404.9400000,16.7050000,15.9620000,14.6440000,14.2840000,14.1910000,14.1730000,14.2860000,12.5050000,9.3190000,15.9003000,15.3678000
Kepler-130 b,0.091,0.00328,5.390000,0.150000,982,88.360,,316.6630000,12.1600000,11.5720000,10.8100000,10.5290000,10.4900000,10.3820000,10.4110000,10.3840000,9.3730000,11.8253000,11.4096000
Kepler-130 c,0.259,0.02750,1.970000,0.000000,683,89.340,,316.6630000,12.1600000,11.5720000,10.8100000,10.5290000,10.4900000,10.3820000,10.4110000,10.3840000,9.3730000,11.8253000,11.4096000
Kepler-130 d,0.146,0.01050,4.150000,0.800000,451,89.160,,316.6630000,12.1600000,11.5720000,10.8100000,10.5290000,10.4900000,10.3820000,10.4110000,10.3840000,9.3730000,11.8253000,11.4096000
Kepler-1300 b,0.122,0.00771,5.240000,0.000000,954,85.080,,777.0250000,13.6350000,12.8610000,11.6780000,11.4380000,11.3830000,11.3630000,11.4040000,11.4210000,9.2500000,12.7678000,12.3466000
Kepler-1301 b,0.125,0.00800,5.090000,0.000000,734,89.560,,854.2800000,16.3100000,15.6560000,13.9630000,13.5350000,13.4690000,13.4900000,13.5620000,12.9540000,9.3390000,15.3734000,14.8068000
Kepler-1302 b,0.128,0.00829,4.940000,0.000000,778,86.880,,634.5800000,16.0450000,15.1720000,13.6570000,13.2670000,13.1510000,13.0390000,13.1050000,12.8560000,9.5740000,15.0387000,14.4640000
Kepler-1303 b,0.127,0.00819,4.990000,0.000000,891,89.270,,897.7830000,15.3580000,14.8540000,13.4510000,13.1190000,13.0860000,13.0450000,13.1050000,12.4530000,9.4670000,14.6164000,14.1321000
Kepler-1304 b,0.204,0.01840,2.680000,0.000000,715,81.650,,2176.0800000,16.3000000,15.4080000,13.6040000,13.1570000,13.0540000,13.0120000,13.0460000,12.5300000,8.6660000,15.0446000,14.4506000
Kepler-1305 b,0.168,0.01320,3.470000,0.000000,733,87.130,,1575.2300000,16.7710000,15.8340000,14.4930000,14.1010000,14.1040000,14.0340000,14.0350000,12.7330000,9.4720000,15.7145000,15.1972000
Kepler-1306 b,0.170,0.01360,3.400000,0.000000,678,89.790,,1107.5000000,15.8620000,15.3530000,14.0520000,13.6880000,13.6310000,13.5930000,13.6550000,13.2720000,9.6980000,15.2120000,14.7178000
Kepler-1307 b,0.220,0.02100,2.430000,0.000000,768,89.960,,1014.6200000,15.5980000,15.6360000,14.1710000,13.8850000,13.8780000,13.8190000,13.9220000,13.1000000,9.1680000,15.3803000,14.9160000
Kepler-1308 b,0.046,0.00029,3.650000,0.000000,662,83.390,,112.7050000,17.2020000,16.4000000,11.8780000,11.2400000,11.0230000,10.8620000,10.8000000,10.6170000,9.3580000,14.4744000,13.3183000
Kepler-1309 b,0.211,0.01950,2.560000,0.000000,491,88.430,,845.0000000,17.1710000,16.5119000,14.1410000,13.6740000,13.5420000,13.3490000,13.4400000,11.7130000,9.0430000,16.1875000,15.5302000
Kepler-131 b,0.215,0.05100,6.000000,0.000000,718,89.140,,228.6780000,12.2170000,11.4930000,10.4180000,10.1270000,10.0790000,10.0240000,10.0750000,10.0820000,9.2730000,11.4904000,11.0432000
Kepler-131 c,0.075,0.02600,77.700000,0.000000,615,89.530,,228.6780000,12.2170000,11.4930000,10.4180000,10.1270000,10.0790000,10.0240000,10.0750000,10.0820000,9.2730000,11.4904000,11.0432000
Kepler-1310 b,0.128,0.00839,4.910000,0.000000,1883,87.190,,569.1850000,15.1200000,14.3460000,12.9120000,12.5160000,12.4360000,12.4470000,12.4920000,12.4730000,9.4250000,14.1223000,13.6217000
Kepler-1311 b,0.111,0.00651,5.970000,0.000000,1019,87.640,,866.3310000,14.2370000,13.5280000,12.1690000,11.8590000,11.8250000,11.8080000,11.8390000,11.8860000,9.3010000,13.3176000,12.8600000
Kepler-1311 c,0.109,0.00624,5.990000,0.000000,1671,89.370,,866.3310000,14.2370000,13.5280000,12.1690000,11.8590000,11.8250000,11.8080000,11.8390000,11.8860000,9.3010000,13.3176000,12.8600000
Kepler-1311 d,0.862,0.21200,0.412000,0.000000,391,89.490,,866.3310000,14.2370000,13.5280000,12.1690000,11.8590000,11.8250000,11.8080000,11.8390000,11.8860000,9.3010000,13.3176000,12.8600000
Kepler-1312 b,0.187,0.01590,3.000000,0.000000,978,87.710,,299.1040000,13.2900000,12.4910000,11.3230000,10.9470000,10.9070000,10.8730000,10.9040000,10.9320000,8.7080000,12.3778000,11.9163000
Kepler-1312 c,0.092,0.00337,5.420000,0.000000,1659,82.640,,299.1040000,13.2900000,12.4910000,11.3230000,10.9470000,10.9070000,10.8730000,10.9040000,10.9320000,8.7080000,12.3778000,11.9163000
Kepler-1313 b,0.157,0.01180,3.780000,0.000000,1012,83.580,,174.2340000,12.4340000,12.3630000,10.5220000,10.1300000,10.0880000,10.0330000,10.0740000,10.0000000,8.7350000,11.7892000,11.2692000
Kepler-1314 b,0.456,0.07200,0.943000,0.000000,625,89.980,,141.9868506,18.8330000,17.8160000,14.1010000,13.5100000,13.2200000,13.0680000,12.8950000,12.5920000,9.4960000,17.1206000,15.6205000
Kepler-1315 b,0.123,0.00780,5.190000,0.000000,1541,78.230,,480.8690000,16.2530000,15.1330000,13.3300000,12.8080000,12.6840000,12.4980000,12.5480000,12.1020000,9.1270000,14.9517000,14.2730000
Kepler-1315 c,0.165,0.01280,3.560000,0.000000,777,88.080,,480.8690000,16.2530000,15.1330000,13.3300000,12.8080000,12.6840000,12.4980000,12.5480000,12.1020000,9.1270000,14.9517000,14.2730000
Kepler-1316 b,0.316,0.03860,1.520000,0.000000,446,89.980,,800.8710000,14.9650000,14.1190000,12.8070000,12.4880000,12.4420000,12.3830000,12.4390000,10.8760000,8.6420000,13.9509000,13.4764000
Kepler-1317 b,0.139,0.00961,4.410000,0.000000,1796,89.230,,728.3030000,15.9090000,15.0830000,13.8220000,13.3160000,13.3090000,13.2260000,13.2960000,12.3040000,9.3900000,15.2339000,14.6369000
Kepler-1318 b,0.277,0.03100,1.800000,0.000000,202,89.990,,475.2480000,16.8170000,15.5310000,13.5140000,12.8750000,12.7670000,,,,,15.2424000,14.5384000
Kepler-1319 b,0.120,0.00742,5.390000,0.330000,557,84.910,,103.9170000,16.6970000,15.1610000,11.5700000,10.9270000,10.7260000,10.5580000,10.4790000,10.4150000,9.1790000,14.2218000,13.0621000
Kepler-132 b,0.108,0.00606,5.960000,0.000000,1082,85.280,,349.5490000,12.4870000,11.9220000,10.7970000,10.5160000,10.4240000,10.3830000,10.4250000,10.3890000,8.8490000,,11.3470000
Kepler-132 c,0.114,0.00687,5.710000,0.000000,1069,83.440,,349.5490000,12.4870000,11.9220000,10.7970000,10.5160000,10.4240000,10.3830000,10.4250000,10.3890000,8.8490000,,11.3470000
Kepler-132 d,0.138,0.00951,4.460000,0.000000,758,85.520,,349.5490000,12.4870000,11.9220000,10.7970000,10.5160000,10.4240000,10.3830000,10.4250000,10.3890000,8.8490000,,11.3470000
Kepler-132 e,0.105,0.00553,5.890000,0.000000,414,89.730,,349.5490000,12.4870000,11.9220000,10.7970000,10.5160000,10.4240000,10.3830000,10.4250000,10.3890000,8.8490000,,11.3470000
Kepler-1320 b,0.152,0.01110,3.950000,0.000000,1389,88.780,,647.4240000,17.3930000,15.9360000,14.2310000,13.7130000,13.6580000,13.4960000,13.5150000,12.6640000,9.1740000,15.9045000,15.2148000
Kepler-1321 b,0.439,0.06760,0.992000,0.000000,408,88.830,,769.1460000,19.2970000,17.5054000,14.8320000,14.2240000,13.8840000,13.7700000,13.8630000,12.9410000,9.3120000,16.9282000,16.0778000
Kepler-1321 c,0.214,0.02000,2.520000,0.000000,697,89.730,,769.1460000,19.2970000,17.5054000,14.8320000,14.2240000,13.8840000,13.7700000,13.8630000,12.9410000,9.3120000,16.9282000,16.0778000
Kepler-1321 d,0.234,0.02330,2.240000,0.000000,509,89.410,,769.1460000,19.2970000,17.5054000,14.8320000,14.2240000,13.8840000,13.7700000,13.8630000,12.9410000,9.3120000,16.9282000,16.0778000
Kepler-1322 b,0.144,0.01010,4.240000,0.000000,1666,76.660,,1350.3200000,16.8400000,15.8760000,14.5720000,14.1670000,14.0680000,14.0750000,14.0570000,12.7860000,9.3810000,15.7753000,15.2487000
Kepler-1322 c,0.192,0.01660,2.900000,0.000000,883,86.820,,1350.3200000,16.8400000,15.8760000,14.5720000,14.1670000,14.0680000,14.0750000,14.0570000,12.7860000,9.3810000,15.7753000,15.2487000
Kepler-1323 b,0.136,0.00920,4.570000,0.000000,2291,88.590,,465.4170000,12.6950000,12.4440000,11.3870000,11.1470000,11.1220000,11.0870000,11.1300000,11.0150000,9.6010000,12.3440000,11.9566000
Kepler-1324 b,0.135,0.00909,4.610000,0.000000,895,86.520,,481.6670000,16.7430000,15.5540000,13.4720000,12.9440000,12.8340000,12.7710000,12.8130000,12.3160000,8.8930000,15.1336000,14.4408000
Kepler-1325 b,0.255,0.02690,2.010000,0.000000,564,87.230,,973.3680000,15.9500000,15.3110000,13.9110000,13.5400000,13.4570000,13.4310000,13.4880000,13.0060000,9.4260000,15.1289000,14.6145000
Kepler-1326 b,0.373,0.05120,1.230000,0.000000,938,88.840,,698.3260000,13.2510000,12.8420000,11.9520000,11.7330000,11.7000000,,,,,12.7411000,12.4157000
Kepler-1327 b,0.161,0.01230,3.670000,0.000000,831,86.850,,678.0690000,14.3190000,13.9660000,12.7880000,12.4680000,12.3740000,12.1720000,12.2450000,12.2620000,9.3370000,13.8837000,13.4317000
Kepler-1328 b,0.087,0.00284,5.280000,0.000000,1214,88.820,,813.5430000,14.7870000,13.9690000,12.6950000,12.3480000,12.3050000,12.2820000,12.3110000,12.3100000,8.9290000,13.8033000,13.3383000
Kepler-1329 b,0.194,0.01680,2.880000,0.000000,577,86.380,,588.0370000,17.6460000,15.9580000,14.1680000,13.4990000,13.4350000,13.3580000,13.4050000,12.6560000,9.3280000,15.8498000,15.1289000
Kepler-133 b,0.157,0.01180,3.780000,0.000000,1041,86.240,,653.6000000,13.7980000,12.8960000,11.6800000,11.3990000,11.3200000,11.2600000,11.3240000,11.1960000,9.4800000,12.8415000,12.3573000
Kepler-133 c,0.253,0.02660,2.030000,0.000000,663,88.800,,653.6000000,13.7980000,12.8960000,11.6800000,11.3990000,11.3200000,11.2600000,11.3240000,11.1960000,9.4800000,12.8415000,12.3573000
Kepler-1330 b,0.147,0.01060,4.110000,0.000000,879,89.570,,1720.4800000,16.1030000,15.0760000,13.7570000,13.4230000,13.3020000,13.3110000,13.3700000,12.7320000,9.0900000,14.9451000,14.4346000
Kepler-1331 b,0.094,0.00364,5.510000,0.000000,1244,86.500,,319.1970000,16.9350000,15.5800000,13.0840000,12.4190000,12.3180000,12.2570000,12.3220000,13.0440000,8.9690000,15.0318000,14.2331000
Kepler-1332 b,0.122,0.00771,5.240000,0.000000,728,89.410,,528.6850000,14.7730000,13.9750000,12.5680000,12.2030000,12.1220000,12.0260000,12.0790000,11.9500000,8.6750000,13.7950000,13.3031000
Kepler-1333 b,0.251,0.02610,2.060000,0.000000,428,89.450,,932.4460000,16.2840000,15.4210000,13.8860000,13.5210000,13.4060000,13.2120000,13.2610000,12.5810000,9.4550000,15.1714000,14.6675000
Kepler-1334 b,0.204,0.01840,2.680000,0.000000,710,89.940,,1223.0400000,15.9790000,15.4610000,14.0520000,13.6710000,13.6260000,13.6100000,13.7000000,12.8250000,9.5480000,15.1710000,14.6963000
Kepler-1335 b,0.129,0.00849,4.870000,0.000000,809,89.330,,621.8530000,16.5120000,15.2480000,13.7870000,13.2760000,13.1340000,13.1560000,13.2700000,13.0300000,9.5660000,15.3037000,14.6728000
Kepler-1336 b,0.177,0.01440,3.240000,0.000000,793,89.000,,1126.6400000,14.7890000,14.2640000,12.8190000,12.4230000,12.3660000,12.3060000,12.3530000,12.1090000,9.3620010,14.0381000,13.5344000
